Roll,Pitch,Yaw
0.04,0.03,0.18
0.04,0.03,0.18
0.03,0.03,0.2
0.03,0.03,0.18
0.03,0.03,0.18
0.03,0.03,0.18
0.04,0.03,0.18
0.04,0.03,0.2
0.04,0.03,0.2
0.05,0.02,0.2
0.05,0.02,0.18
0.05,0.03,0.18
0.04,0.03,0.2
0.04,0.03,0.2
0.04,0.03,0.18
0.04,0.03,0.18
0.04,0.03,0.18
0.04,0.03,0.2
0.04,0.03,0.18
0.05,0.02,0.18
0.04,0.03,0.2
0.04,0.03,0.2
0.04,0.03,0.18
0.05,0.03,0.18
0.05,0.03,0.18
0.04,0.03,0.18
0.04,0.03,0.2
0.04,0.03,0.2
0.04,0.03,0.18
0.04,0.03,0.18
0.04,0.03,0.2
0.04,0.03,0.2
0.05,0.03,0.2
0.05,0.02,0.2
0.06,0.02,0.2
0.04,0.03,0.2
0.04,0.03,0.2
0.05,0.02,0.2
0.04,0.03,0.2
0.04,0.03,0.2
0.04,0.03,0.2
0.04,0.03,0.2
0.04,0.03,0.2
0.04,0.03,0.2
0.04,0.03,0.2
0.04,0.03,0.2
0.04,0.03,0.2
0.04,0.03,0.2
0.04,0.03,0.2
0.04,0.03,0.2
0.04,0.03,0.18
0.03,0.03,0.2
0.03,0.03,0.2
0.04,0.03,0.2
0.04,0.03,0.2
0.04,0.03,0.2
0.04,0.03,0.2
0.04,0.03,0.2
0.04,0.03,0.2
0.05,0.03,0.18
0.03,0.03,0.2
0.03,0.03,0.2
0.03,0.03,0.2
0.04,0.03,0.2
0.04,0.03,0.2
0.03,0.03,0.2
0.03,0.03,0.2
0.03,0.03,0.2
0.05,0.02,0.18
0.05,0.02,0.18
0.03,0.03,0.21
0.03,0.03,0.21
0.04,0.03,0.21
0.04,0.03,0.2
0.06,0.03,0.18
0.04,0.03,0.2
0.04,0.03,0.21
0.04,0.03,0.2
0.04,0.03,0.2
0.05,0.03,0.18
0.04,0.03,0.2
0.04,0.03,0.2
0.04,0.03,0.21
0.04,0.03,0.2
0.05,0.03,0.18
0.05,0.02,0.2
0.03,0.03,0.21
0.04,0.03,0.2
0.04,0.03,0.2
0.04,0.03,0.2
0.04,0.03,0.2
0.04,0.03,0.21
0.04,0.03,0.21
0.04,0.03,0.2
0.04,0.03,0.2
0.04,0.03,0.21
0.04,0.03,0.21
0.04,0.03,0.2
0.04,0.03,0.2
0.05,0.03,0.2
0.04,0.03,0.21
0.03,0.03,0.21
0.04,0.03,0.2
0.04,0.03,0.2
0.03,0.03,0.21
0.03,0.03,0.21
0.04,0.03,0.2
0.04,0.03,0.2
0.04,0.03,0.2
0.03,0.02,0.21
0.03,0.03,0.21
0.04,0.03,0.2
0.04,0.02,0.2
0.04,0.02,0.2
0.03,0.03,0.21
0.03,0.03,0.21
0.04,0.03,0.2
0.04,0.03,0.2
0.03,0.03,0.2
0.03,0.02,0.21
0.03,0.03,0.21
0.04,0.03,0.2
0.04,0.03,0.2
0.04,0.03,0.2
0.03,0.03,0.21
0.04,0.03,0.21
0.04,0.03,0.2
0.04,0.03,0.2
0.03,0.03,0.21
0.03,0.03,0.21
0.03,0.03,0.21
0.03,0.03,0.2
0.04,0.03,0.21
0.03,0.03,0.21
0.03,0.03,0.21
0.04,0.02,0.21
0.04,0.03,0.21
0.04,0.03,0.2
0.03,0.03,0.21
0.04,0.03,0.21
0.04,0.03,0.21
0.04,0.03,0.2
0.04,0.03,0.2
0.03,0.03,0.21
0.03,0.03,0.21
0.03,0.03,0.23
0.04,0.03,0.21
0.04,0.03,0.21
0.04,0.03,0.21
0.04,0.03,0.21
0.04,0.03,0.21
0.03,0.03,0.21
0.03,0.03,0.21
0.03,0.03,0.21
0.04,0.03,0.21
0.04,0.03,0.21
0.04,0.03,0.21
0.04,0.03,0.21
0.04,0.03,0.21
0.04,0.03,0.21
0.04,0.03,0.21
0.04,0.03,0.21
0.04,0.03,0.21
0.03,0.03,0.21
0.03,0.03,0.21
0.04,0.03,0.21
0.04,0.03,0.21
0.04,0.03,0.21
0.03,0.03,0.21
0.03,0.03,0.21
0.03,0.02,0.21
0.04,0.03,0.21
0.03,0.03,0.21
0.03,0.03,0.21
0.03,0.03,0.21
0.04,0.03,0.21
0.03,0.03,0.21
0.03,0.03,0.21
0.03,0.02,0.21
0.03,0.02,0.21
0.03,0.02,0.21
0.03,0.02,0.21
0.03,0.02,0.21
0.03,0.02,0.21
0.04,0.03,0.21
0.04,0.03,0.21
0.03,0.02,0.21
0.03,0.03,0.21
0.04,0.03,0.21
0.04,0.03,0.21
0.04,0.03,0.21
0.04,0.03,0.21
0.03,0.02,0.21
0.03,0.02,0.21
0.04,0.03,0.21
0.04,0.03,0.21
0.04,0.03,0.21
0.03,0.02,0.21
0.04,0.03,0.21
0.03,0.02,0.21
0.03,0.02,0.21
0.03,0.02,0.21
0.04,0.03,0.21
0.04,0.03,0.21
0.03,0.02,0.21
0.03,0.02,0.21
0.04,0.03,0.21
0.03,0.02,0.21
0.03,0.02,0.21
0.04,0.03,0.21
0.03,0.03,0.21
0.03,0.03,0.21
0.03,0.02,0.21
0.03,0.02,0.21
0.04,0.03,0.21
0.03,0.02,0.21
0.03,0.02,0.21
0.03,0.02,0.21
0.04,0.03,0.21
0.03,0.02,0.21
0.03,0.02,0.21
0.04,0.03,0.21
0.03,0.02,0.21
0.04,0.03,0.21
0.04,0.03,0.21
0.04,0.03,0.21
0.04,0.03,0.21
0.03,0.03,0.21
0.03,0.03,0.21
0.04,0.03,0.21
0.04,0.03,0.21
0.03,0.03,0.21
0.04,0.03,0.21
0.04,0.03,0.21
0.03,0.03,0.21
0.04,0.03,0.21
0.03,0.03,0.21
0.03,0.03,0.21
0.03,0.03,0.21
0.04,0.03,0.21
0.04,0.03,0.21
0.03,0.03,0.21
0.03,0.03,0.21
0.04,0.02,0.21
0.03,0.02,0.21
0.04,0.03,0.21
0.04,0.03,0.21
0.04,0.03,0.21
0.04,0.03,0.21
0.04,0.03,0.21
0.03,0.02,0.21
0.03,0.02,0.21
0.04,0.03,0.21
0.04,0.02,0.21
0.03,0.03,0.21
0.03,0.02,0.21
0.03,0.02,0.23
0.04,0.03,0.21
0.03,0.03,0.21
0.03,0.02,0.21
0.04,0.03,0.21
0.04,0.03,0.21
0.03,0.02,0.21
0.03,0.02,0.21
0.03,0.02,0.21
0.03,0.01,0.21
0.03,0.01,0.23
0.04,0.02,0.21
0.04,0.02,0.21
0.04,0.01,0.21
0.03,0.01,0.23
0.03,0.02,0.23
0.04,0.01,0.21
0.04,0.01,0.21
0.04,0.01,0.21
0.03,0.01,0.23
0.03,0.01,0.23
0.04,0.01,0.21
0.04,0.01,0.21
0.03,0.02,0.21
0.03,0.01,0.23
0.03,0.01,0.23
0.03,0.01,0.23
0.03,0.02,0.21
0.03,0.01,0.23
0.03,0.01,0.24
0.03,0.02,0.23
0.03,0.02,0.23
0.04,0.02,0.23
0.03,0.01,0.23
0.03,0.02,0.24
0.03,0.02,0.24
0.04,0.01,0.23
0.03,0.01,0.21
0.04,0.02,0.23
0.03,0.01,0.24
0.03,0.01,0.23
0.03,0.01,0.23
0.04,0.02,0.23
0.03,0.02,0.23
0.03,0.01,0.23
0.03,0.01,0.24
0.03,0.02,0.21
0.03,0.02,0.21
0.03,0.01,0.23
0.03,0.01,0.24
0.03,0.02,0.23
0.03,0.02,0.23
0.03,0.01,0.23
0.03,0.01,0.23
0.03,0.01,0.23
0.03,0.01,0.24
0.03,0.01,0.24
0.03,0.01,0.21
0.03,0.02,0.23
0.03,0.01,0.24
0.03,0.01,0.23
0.03,0.01,0.23
0.03,0.01,0.24
0.03,0.01,0.23
0.03,0.01,0.24
0.03,0.01,0.23
0.03,0.01,0.23
0.03,0.01,0.23
0.03,0.01,0.24
0.03,0.01,0.23
0.03,0.01,0.24
0.03,0.01,0.24
0.03,0.02,0.23
0.03,0.01,0.24
0.03,0.01,0.24
0.03,0.02,0.23
0.04,0.01,0.24
0.04,0.01,0.24
0.03,0.01,0.23
0.04,0.02,0.24
0.03,0.02,0.23
0.03,0.02,0.24
0.04,0.02,0.23
0.04,0.02,0.23
0.04,0.02,0.24
0.03,0.02,0.24
0.03,0.02,0.23
0.04,0.02,0.23
0.04,0.02,0.23
0.03,0.02,0.23
0.03,0.01,0.23
0.03,0.02,0.23
0.03,0.02,0.23
0.03,0.01,0.23
0.03,0.01,0.23
0.03,0.02,0.23
0.03,0.02,0.24
0.04,0.02,0.24
0.03,0.02,0.23
0.04,0.03,0.23
0.03,0.02,0.24
0.03,0.02,0.23
0.03,0.02,0.23
0.03,0.02,0.23
0.03,0.02,0.24
0.04,0.02,0.24
0.03,0.02,0.23
0.03,0.02,0.23
0.03,0.02,0.24
0.03,0.02,0.23
0.03,0.02,0.23
0.03,0.02,0.23
0.03,0.02,0.24
0.04,0.03,0.23
0.04,0.02,0.24
0.04,0.02,0.24
0.04,0.03,0.23
0.04,0.02,0.24
0.04,0.03,0.24
0.04,0.03,0.23
0.04,0.02,0.24
0.04,0.03,0.24
0.04,0.03,0.23
0.04,0.02,0.24
0.04,0.03,0.24
0.04,0.03,0.23
0.03,0.03,0.23
0.04,0.03,0.24
0.03,0.03,0.24
0.03,0.03,0.23
0.04,0.03,0.24
0.04,0.03,0.24
0.03,0.03,0.23
0.03,0.03,0.24
0.04,0.03,0.24
0.03,0.03,0.23
0.04,0.03,0.24
0.03,0.02,0.24
0.03,0.02,0.24
0.04,0.03,0.23
0.03,0.02,0.24
0.03,0.03,0.23
0.04,0.03,0.23
0.04,0.03,0.23
0.04,0.03,0.24
0.03,0.03,0.23
0.04,0.03,0.24
0.04,0.03,0.24
0.04,0.03,0.23
0.04,0.03,0.23
0.04,0.03,0.24
0.03,0.03,0.23
0.04,0.03,0.23
0.04,0.03,0.24
0.03,0.03,0.24
0.03,0.03,0.23
0.03,0.02,0.24
0.04,0.03,0.24
0.04,0.03,0.24
0.03,0.02,0.24
0.04,0.03,0.24
0.04,0.03,0.24
0.04,0.03,0.24
0.03,0.02,0.24
0.03,0.03,0.24
0.03,0.03,0.24
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.02,0.24
0.03,0.02,0.24
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.02,0.24
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.02,0.24
0.03,0.01,0.25
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.01,0.24
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.01,0.25
0.03,0.02,0.25
0.04,0.03,0.25
0.03,0.02,0.25
0.03,0.02,0.25
0.04,0.03,0.25
0.04,0.03,0.25
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.02,0.25
0.04,0.03,0.25
0.04,0.03,0.24
0.03,0.02,0.24
0.03,0.02,0.24
0.03,0.03,0.25
0.03,0.03,0.25
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.02,0.25
0.04,0.03,0.25
0.04,0.02,0.25
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.02,0.25
0.04,0.02,0.25
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.02,0.24
0.03,0.01,0.25
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.02,0.24
0.03,0.02,0.25
0.03,0.02,0.26
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.02,0.24
0.03,0.02,0.24
0.03,0.01,0.25
0.03,0.01,0.26
0.03,0.01,0.25
0.03,0.01,0.24
0.03,0.01,0.25
0.03,0.01,0.25
0.02,0.01,0.26
0.04,0.03,0.25
0.04,0.03,0.24
0.03,0.02,0.25
0.03,0.02,0.26
0.03,0.02,0.26
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.24
0.03,0.02,0.25
0.03,0.01,0.25
0.03,0.01,0.26
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.02,0.26
0.03,0.02,0.26
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.26
0.03,0.01,0.25
0.02,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.02,0.01,0.25
0.02,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.02,0.25
0.03,0.01,0.25
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.01,0.25
0.03,0.02,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.02,0.25
0.03,0.02,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.24
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.24
0.03,0.01,0.25
0.03,0.02,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.24
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.24
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.24
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.24
0.03,0.01,0.24
0.03,0.01,0.24
0.03,0.01,0.24
0.03,0.01,0.24
0.03,0.01,0.24
0.03,0.01,0.24
0.03,0.01,0.24
0.03,0.01,0.24
0.03,0.01,0.24
0.03,0.01,0.24
0.03,0.01,0.24
0.03,0.01,0.24
0.03,0.01,0.24
0.03,0.01,0.24
0.03,0.02,0.24
0.03,0.01,0.24
0.03,0.01,0.24
0.03,0.01,0.24
0.03,0.01,0.24
0.03,0.01,0.24
0.03,0.01,0.24
0.03,0.01,0.24
0.03,0.01,0.24
0.03,0.01,0.24
0.03,0.01,0.24
0.03,0.01,0.24
0.03,0.01,0.24
0.03,0.01,0.24
0.03,0.01,0.24
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.24
0.03,0.01,0.24
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.02,0.24
0.02,0.02,0.24
0.03,0.02,0.25
0.02,0.01,0.24
0.02,0.01,0.24
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.01,0.01,0.24
0.01,0.01,0.24
0.01,0.01,0.24
0.01,0.01,0.24
0.01,0.01,0.24
0.01,0.01,0.24
0.01,0.01,0.24
0.01,0.01,0.24
0.01,0.01,0.24
0.01,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.25
0.02,0.01,0.25
0.03,0.01,0.25
0.02,0.01,0.24
0.02,0.01,0.24
0.03,0.01,0.25
0.03,0.01,0.25
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.25
0.02,0.01,0.25
0.02,0.01,0.25
0.02,0.01,0.25
0.02,0.01,0.24
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.25
0.03,0.01,0.24
0.03,0.01,0.24
0.03,0.01,0.24
0.03,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
0.02,0.01,0.24
